Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Código: F-147-LIME,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49
Trasplantes GICIG,Micropipeta,16 / 11925 / 011925,BIO-16887,15-166,Juan Jose Serrano ,"SIU - Laboratorio trasplantes - Torre 1, Lab 410 - (Serología)",GILSON,P-20,EC68241,Extensión,BIO,Clase I,ACTA No. 09 17 de Septiembre de 2014,,Aprox. 11/2019,UdeA,NI,811.026.956-0,MR Y CIA S.A.S,No,11/2020,Compra,Hojas de vida anteriores,NI,,SI,,SI (ING),,SI,,,,Si,1,Si,1,Volumen,2 - 20 ul,"0,02 uL",2 - 20 ul,NI,,,,,,,
Trasplantes GICIG,Micropipeta,11 / 3 - 055229 - 00,BIO-16888,15-166,Juan Jose Serrano / Luis Fernando Barrera,"SIU - Laboratorio trasplantes - Torre 1, Lab 410 - (Post-PCR)",GILSON,P-20,M23942K,Extensión,BIO,Clase I,ACTA No. 09 17 de Septiembre de 2014,,2000-10-01 00:00:00,UdeA,NI,NI,INDEQUIPOS,No,10/2001,Compra,Hojas de vida anteriores,NI,,SI,,SI (ING),,SI,,,,Si,1,Si,1,Volumen,2 - 20 ul,"0,02 uL",2 - 20 ul,NI,,,,,,,
Trasplantes GICIG,Micropipeta,20 / 3.060880.00,BIO-16889,15-166,Juan Jose Serrano / Gloria Vasquez,"SIU - Laboratorio trasplantes - Torre 1, Lab 410 -  (PRE-PCR) Backup1",GILSON,P-20,CA69881,Extensión,BIO,Clase I,ACTA No. 09 17 de Septiembre de 2014,,2008-06-03 00:00:00,UdeA,NI,NI,Gilson S.A.S,No,2009-06-03 00:00:00,Compra,Hojas de vida anteriores,NI,,SI,,SI (ING),,SI,,,,Si,1,Si,1,Volumen,2 - 20 ul,"0,02 uL",2 - 20 ul,NI,,,,,,,
Trasplantes GICIG,Micropipeta,19 / R73352G,BIO-16890,15-166,Juan Jose Serrano ,"SIU - Laboratorio trasplantes - Torre 1, Lab 410 - (PRE-PCR) Backup2",GILSON,P-20,R73352G,Extensión,BIO,Clase I,ACTA No. 09 17 de Septiembre de 2014,,2003,UdeA,NI,811.026.956-0,MR Y CIA S.A.S,No,,Compra,Hojas de vida anteriores,NI,,SI,,SI (ING),,SI,,,,Si,1,Si,1,Volumen,2 - 20 ul,"0,02 uL",2 - 20 ul,NI,,,,,,,
Trasplantes GICIG,Micropipeta,13 / U59413E,BIO-16891,15-166,Juan Jose Serrano ,"SIU - Laboratorio trasplantes - Torre 1, Lab 410 -  (PRE-PCR) Backup2",GILSON,P-20,U59413E,Extensión,BIO,Clase I,ACTA No. 09 17 de Septiembre de 2014,,2003,UdeA,NI,811.026.956-0,MR Y CIA S.A.S,No,,Compra,Hojas de vida anteriores,NI,,SI,,SI (ING),,SI,,,,Si,1,Si,1,Volumen,2 - 20 ul,"0,02 uL",2 - 20 ul,NI,,,,,,,
Trasplantes GICIG,Micropipeta,58722,Pendiente,15-166,Juan Jose Serrano ,"SIU - Laboratorio trasplantes - Torre 1, Lab 410 - (PRE-PCR) Backup2",GILSON,P-20,Y52192C,,,Clase I,ACTA No. 09 17 de Septiembre de 2014,,,UdeA,,,ND,,,,,,,,,,,,,,,No,,No,,Volumen,2 - 20 ul,,,,,,,,,,
Trasplantes GICIG,Micropipeta,5 / 3 - 055223 - 00,BIO-16892,15-166,Juan Jose Serrano / Luis Fernando Barrera,"SIU - Laboratorio trasplantes - Torre 1, Lab 410 - (PRE-PCR)",GILSON,P2,T51112G,Extensión,BIO,Clase I,ACTA No. 09 17 de Septiembre de 2014,,2003,UdeA,NI,811.026.956-0,MR Y CIA S.A.S,No,,Compra,Hojas de vida anteriores,NI,,SI,,SI (ING),,SI,,,,Si,1,Si,1,Volumen,"0,2 - 2 ul","0,002 uL","0,2 - 2 ul",NI,,,,,,,
Trasplantes GICIG,Micropipeta,1 / 59457,BIO-16893,15-166,Juan Jose Serrano / Cristiam Alvarez,"SIU - Laboratorio trasplantes - Torre 1, Lab 410 -  (PRE-PCR) Backup1",GILSON,P2,Y56455A,Extensión,BIO,Clase I,ACTA No. 09 17 de Septiembre de 2014,,2003-01-01 00:00:00,UdeA,NI,811.026.956-0,MR Y CIA S.A.S,No,,Compra,Hojas de vida anteriores,NI,,SI,,SI (ING),,SI,,,,Si,1,Si,1,Volumen,"0,2 - 2 ul","0,002 uL","0,2 - 2 ul",NI,,,,,,,
Trasplantes GICIG,Micropipeta,9 / 57822,BIO-16894,15-166,Juan Jose Serrano / Andres Baena,"SIU - Laboratorio trasplantes - Torre 1, Lab 410 - (PRE-PCR) Backup2",GILSON,P2,W57013D,Extensión,BIO,Clase I,ACTA No. 09 17 de Septiembre de 2014,,2003,UdeA,NI,811.026.956-0,MR Y CIA S.A.S,No,,Compra,Hojas de vida anteriores,NI,,SI,,SI (ING),,SI,,,,Si,1,Si,1,Volumen,"0,2 - 2 ul","0,002 uL","0,2 - 2 ul",NI,,,,,,,
Trasplantes GICIG,Micropipeta multicanal,172287,BIO-16895,15-166,Juan Jose Serrano / Cristiam Alvarez,"SIU - Laboratorio trasplantes - Torre 1, Lab 410 -  (Post-PCR)",CORNING,LAMBDA PLUS 300,951610215,Extensión,BIO,Clase I,ACTA No. 09 17 de Septiembre de 2014,,"Fecha de compra: 28/11/2019
Fecha de recepción: 17/02/2020",UdeA,NI,811.026.956-0,MR Y CIA S.A.S,No,,Compra,Hojas de vida anteriores,NI,,SI,,SI (ING),,SI,,,,Si,1,Si,1,Volumen,1 - 10 ul,"0,02 uL",1 - 10 ul,NI,,,,,,,
Trasplantes GICIG,Micropipeta multicanal,172286,BIO-16896,15-166,Juan Jose Serrano / Cristiam Alvarez,"SIU - Laboratorio trasplantes - Torre 1, Lab 410 - (Serología)",CORNING,LAMBDA PLUS 300,951620219,Extensión,BIO,Clase I,ACTA No. 09 17 de Septiembre de 2014,,"Fecha de compra: 28/11/2019
Fecha de recepción: 17/02/2020",UdeA,NI,811.026.956-0,MR Y CIA S.A.S,No,,Compra,Hojas de vida anteriores,NI,,SI,,SI (ING),,SI,,,,Si,1,Si,1,Volumen,5 - 50 ul,"0,1 uL",5 - 50 ul,NI,,,,,,,
Trasplantes GICIG,Micropipeta multicanal,171700,BIO-16897,15-166,Juan Jose Serrano / Cristiam Alvarez,"SIU - Laboratorio trasplantes - Torre 1, Lab 410 - (Post-PCR)",CORNING,LAMBDA PLUS 300,851640022,Extensión,BIO,Clase I,ACTA No. 09 17 de Septiembre de 2014,,"Fecha de compra: 19/07/2018
Fecha de recepción: 10/09/2018",UdeA,NI,811.026.956-0,MR Y CIA S.A.S,No,,Compra,Hojas de vida anteriores,NI,,SI,,SI (ING),,SI,,,,Si,1,Si,1,Volumen,50 - 300 ul,1 uL,50 - 300 ul,NI,,,,,,,
Trasplantes GICIG,Pipeta multiple,171818,BIO-16898,15-166,Juan Jose Serrano / Gloria Vasquez,"SIU - Laboratorio trasplantes - Torre 1, Lab 410",Hamilton,102-1000-01,A1106,Extensión,BIO,,No es considerado dispositivo médico,,"Fecha de compra: 28/11/2019 
Fecha de recepción 17/02/2020",UdeA,NI,900.164.370-9,BIOPRODUCTOS INC,No,,Compra,Hojas de vida anteriores,NI,,SI,,,,,,,,Si,1,No,,Volumen,1 ul,NI,NI,NI,,,,,,,
Trasplantes GICIG,Pipeta multiple,162334,BIO-16899,15-166,Juan Jose Serrano / Gloria Vasquez,"SIU - Laboratorio trasplantes - Torre 1, Lab 410",Hamilton,102-1000-03,A1129,Extensión,BIO,,No es considerado dispositivo médico,,"Fecha de compra: 28/11/2019 
Fecha de recepción 17/02/2020",UdeA,NI,900.164.370-9,BIOPRODUCTOS INC,No,,Compra,Hojas de vida anteriores,NI,,SI,,,,,,,,Si,1,No,,Volumen,5 ul,NI,NI,NI,,,,,,,
Trasplantes GICIG,Pipeteador,3.05315100,BIO-17225,15-663,Juan Jose Serrano,"SIU - Laboratorio trasplantes - Torre 1, Lab 410",DRUMMOND,PIPET-AID XP,NI,Extensión,BIO,Clase I,ACTA No. 09 17 de Septiembre de 2014,,,UdeA,,,,,,,,,,SI,,,,,,,,Si,1,Si,1,,,,,,,,,,,,
Trasplantes GICIG,Pipeteador,3.058726.00,BIO-16900,15-663,Juan Jose Serrano ,"SIU - Laboratorio trasplantes - Torre 1, Lab 410",DRUMMOND,PIPET-AID XP,89559,,,Clase I,ACTA No. 09 17 de Septiembre de 2014,,,UdeA,,,BIOLOGIA MOLECULAR,,,,,,,,,,,,,,,No,,No,,,,,,,,,,,,,
Trasplantes GICIG,Pipeteador,3.060939.00 (60939 ),BIO-16901,15-663,Juan Jose Serrano / Gloria Vasquez,"SIU - Laboratorio trasplantes - Torre 1, Lab 410",DRUMMOND,PIPET-AID XP,129949,,,Clase I,ACTA No. 09 17 de Septiembre de 2014,,2008-09-17 00:00:00,UdeA,,,G & G SUCESORES,,,,,,,,,,,,,,,No,,No,,,,,,,,,,,,,
Trasplantes GICIG,Procesador de imágenes,117108,Pendiente,,Juan Jose Serrano / Gloria Vasquez,"SIU - Laboratorio trasplantes - Torre 1, Lab 410",KODAK,Gel Logic100,8171126,Docencia e investigación,,Clase I,RUO según manual encontrado.,,,UdeA,,,RCAACTION-ANALISIS Y REPRESENTACIONES CIENTIFÍCAS,,,,,,,,,,,,,,,No,,No,,,,,,,,,,,,,
Trasplantes GICIG,Sonicador,122218 / 008815,BIO-16902,14-263,Juan Jose Serrano / Cristiam Alvarez,"SIU - Laboratorio trasplantes - Torre 1, Lab 410",BRANSONIC,2510R-MT,RLA0700608021D,Extensión,BIO,Clase I,Antes de 2007,,2006-12-11 00:00:00,UdeA,07/2006,NI,CENTRO DE INSTRUMENTACION INTERFACULTADES CII,No,,Compra,Hojas de vida anteriores,NI,,SI,,SI (ING),,SI,SI,,,Si,1,No,,,,,,,117 VAC,"1,1 A",NI,NI,NI,NI,Potencia 130 W Frecuencia 50/60 Hz
Trasplantes GICIG,Termociclador,131644,Pendiente,,Juan Jose Serrano / Gloria Vasquez,"SIU - Laboratorio trasplantes - Torre 1, Lab 410",APPLIED BIOSYSTEMS,2720,272S8101725,Docencia e investigación,,Clase II,INVIMA 2015DM-0013202 (según registro INVIMA y manual),,2009-04-14 00:00:00,UdeA,,,Exogena Ltda.,,,,,,,,,,,,,,,No,,No,,,,,,,,,,,,,
Trasplantes GICIG,Termociclador,164182 / 000491,BIO-16903,NI,Juan Jose Serrano / Gloria Vasquez,"SIU - Laboratorio trasplantes - Torre 1, Lab 410",APPLIED BIOSYSTEMS,Veriti ® 96 - Well (9902),2990229382,Extensión,BIO,Clase IIa,INVIMA 2015DM-0013202,,"Compra 31/05/2013
Recepción equipo actual 28/01/2016",UdeA,08/2015,800.224.833-2,ARC ANALISIS S.A.S,No,,Compra,"Acta de entrega
Hojas de vida anteriores",NI,,SI,SI,SI (ING),SI (ING-CAP),SI,SI,,,Si,1,Si,1,Temperatura,NI,NI,60 - 95 °C,NI,100 - 240 VAC,Máx. 10 A,20 - 80 %HR,15 - 30 °C,"23,7 x 24,5 x 48,5 cm 
(ancho x alto x profundo)","10,2 kg", Frecuencia 50/60 Hz
Trasplantes GICIG,Termohigrómetro,E-20702301-2-001,BIO-16904,13-994,Juan Jose Serrano ,"SIU - Laboratorio trasplantes - Torre 1, Lab 410",Fischer Scientific,06-662-4 7 FB70258,130055924,Extensión,BIO,,ACTA No. 07 Junio 10 de 2009,,,UdeA,,,SCIENTIFIC PRODUCTOS LTDA,,,,,,,,,,,,,,,Si,1,Si,1,,,,,,,,,,,,
Trasplantes GICIG,Termómetro digital,E-20702301-2-002,Pendiente,,Juan Jose Serrano ,"SIU - Laboratorio trasplantes - Torre 1, Lab 410",Fischer Scientific,15-077-940,122629376,Docencia e investigación,,Clase I ,ACTA No. 07 Junio 10 de 2009,,,UdeA,,,SCIENTIFIC PRODUCTOS LTDA,,,,,,,,,,,,,,,No,,No,,,,,,,,,,,,,
Trasplantes GICIG,Termómetro digital,E-20702301-2-003,Pendiente,,Juan Jose Serrano ,"SIU - Laboratorio trasplantes - Torre 1, Lab 410",Thomas Scientific,9327L10,101771819,Docencia e investigación,,Clase I ,ACTA No. 07 Junio 10 de 2009,,,UdeA,,,ND,,,,,,,,,,,,,,,No,,No,,,,,,,,,,,,,
Trasplantes GICIG,Transiluminador ultravioleta,159409,Pendiente,,Juan Jose Serrano / Cristiam Alvarez,"SIU - Laboratorio trasplantes - Torre 1, Lab 410",FISCHER SCIENTIFIC,FBTIV88AQ,C1636150B24150,Docencia e investigación,,Clase I,,,2015-11-17 00:00:00,UdeA,,,G&G SUCESORES SAS,,,,,,,,,,,,,,,No,,No,,,,,,,,,,,,,
Trasplantes GICIG,UPS,130020,Pendiente,,Juan Jose Serrano /  Jose Robinson Ramirez Pineda,"SIU - Laboratorio trasplantes - Torre 1, Lab 410",POWER COM,UGA1500,402247470804,,,,,,,UdeA,,,ND,,,,,,,,,,,,,,,No,,No,,,,,,,,,,,,,
Trasplantes GICIG,UPS,163129 / 008812,Pendiente,No tiene,Juan Jose Serrano / Gloria Vasquez,"SIU - Laboratorio trasplantes - Torre 1, Lab 410",FENTON,FT3000LCD,500110110116FA200099,Extensión,IND,,,,2016-04-18 00:00:00,UdeA,NI,900.062.253-7,ALFATEC SOPORTE Y TECNOLOGIA SA,No,,Compra,Factura,6869,2769153,SI,,,,,,,,Si,1,No,,,,,,,,,,,,,Capacidad 3 KVA
Trasplantes GICIG,Termociclador,LIME 620,BIO-16905,NI,Juan Jose Serrano ,"SIU - Laboratorio trasplantes - Torre 1, Lab 410",Fisher Scientific,VeritiPro 96 - Well (A48141),2739422090579,Extensión,BIO,Clase IIa ,,,2022-12-01 00:00:00,UT LIME,NI,900.355.024-5,Equipos y Laboratorios,Si,2023-12-01 00:00:00,Compra,Factura,FE9557,56263855,SI,,SI (ING),SI (ING-CAP),SI,SI,,,Si,1,Si,1,Temperatura,0 - 100 °C,NI,0 - 100 °C,NI,100 - 120 VAC / 200 - 240 VAC,NI,"15 - 80 %HR, sin condensación",15 - 30 °C,"21,7 x 24,5 x 46,5 cm 
(alto x ancho x profundo)",12 kg,Potencia 700 W Frecuencia 50/60 Hz
Trasplantes GICIG,Micropipeta,LIME 463,Pendiente,15-166,Juan Jose Serrano ,"SIU - Laboratorio trasplantes - Torre 1, Lab 410",Gilson,pipetman G 10,SM52898,Investigación,,Clase I,ACTA No. 09 17 de Septiembre de 2014,,2022-11-28 00:00:00,UT LIME,NI,804.003.222-9,PROVEO S.A.S,Si,,Compra,Factura,FE-1803,1919565,,,,,,,,,No,,No,,Volumen,1 - 10 ul,"0,02 uL",1 - 10 ul,,,,,,,,
Trasplantes GICIG,Micropipeta,LIME 464,Pendiente,15-166,Juan Jose Serrano ,"SIU - Laboratorio trasplantes - Torre 1, Lab 410",Gilson,pipetman G 10,SM52906,Investigación,,Clase I,ACTA No. 09 17 de Septiembre de 2014,,2022-11-28 00:00:00,UT LIME,NI,804.003.222-9,PROVEO S.A.S,Si,,Compra,Factura,FE-1803,1919565,,,,,,,,,No,,No,,Volumen,1 - 10 ul,"0,02 uL",1 - 10 ul,,,,,,,,
Trasplantes GICIG,Micropipeta,LIME 465,Pendiente,15-166,Juan Jose Serrano ,"SIU - Laboratorio trasplantes - Torre 1, Lab 410",Gilson,pipetman G 10,SM52902,Investigación,,Clase I,ACTA No. 09 17 de Septiembre de 2014,,2022-11-28 00:00:00,UT LIME,NI,804.003.222-9,PROVEO S.A.S,Si,,Compra,Factura,FE-1803,1919565,,,,,,,,,No,,No,,Volumen,1 - 10 ul,"0,02 uL",1 - 10 ul,,,,,,,,
Trasplantes GICIG,Micropipeta,LIME 466,Pendiente,15-166,Juan Jose Serrano ,"SIU - Laboratorio trasplantes - Torre 1, Lab 410",Gilson,pipetman G 10,SM52905,Investigación,,Clase I,ACTA No. 09 17 de Septiembre de 2014,,2022-11-28 00:00:00,UT LIME,NI,804.003.222-9,PROVEO S.A.S,Si,,Compra,Factura,FE-1803,1919565,,,,,,,,,No,,No,,Volumen,1 - 10 ul,"0,02 uL",1 - 10 ul,,,,,,,,
Trasplantes GICIG,Micropipeta,LIME 467,Pendiente,15-166,Juan Jose Serrano ,"SIU - Laboratorio trasplantes - Torre 1, Lab 410",Gilson,pipetman  L 100,QK74802,Investigación,,Clase I,ACTA No. 09 17 de Septiembre de 2014,,2022-11-28 00:00:00,UT LIME,NI,804.003.222-9,PROVEO S.A.S,Si,,Compra,Factura,FE-1803,1919565,,,,,,,,,No,,No,,Volumen,10 - 100 uL,"0,2 uL",10 ul a 100 ul,,,,,,,,
Trasplantes GICIG,Micropipeta,LIME 468,Pendiente,15-166,Juan Jose Serrano ,"SIU - Laboratorio trasplantes - Torre 1, Lab 410",Gilson,pipetman  L 100,QM71167,Investigación,,Clase I,ACTA No. 09 17 de Septiembre de 2014,,2022-11-28 00:00:00,UT LIME,NI,804.003.222-9,PROVEO S.A.S,Si,,Compra,Factura,FE-1803,1919565,,,,,,,,,No,,No,,Volumen,10 - 100 uL,"0,2 uL",10 ul a 100 ul,,,,,,,,
Trasplantes GICIG,Micropipeta,LIME 469,Pendiente,15-166,Juan Jose Serrano ,"SIU - Laboratorio trasplantes - Torre 1, Lab 410",Gilson,pipetman  L 100,QM71170,Investigación,,Clase I,ACTA No. 09 17 de Septiembre de 2014,,2022-11-28 00:00:00,UT LIME,NI,804.003.222-9,PROVEO S.A.S,Si,,Compra,Factura,FE-1803,1919565,,,,,,,,,No,,No,,Volumen,10 - 100 uL,"0,2 uL",10 ul a 100 ul,,,,,,,,
Trasplantes GICIG,Micropipeta,LIME 470,Pendiente,15-166,Juan Jose Serrano ,"SIU - Laboratorio trasplantes - Torre 1, Lab 410",Gilson,pipetman  L 100,QM71281,Investigación,,Clase I,ACTA No. 09 17 de Septiembre de 2014,,2022-11-28 00:00:00,UT LIME,NI,804.003.222-9,PROVEO S.A.S,Si,,Compra,Factura,FE-1803,1919565,,,,,,,,,No,,No,,Volumen,10 - 100 uL,"0,2 uL",10 ul a 100 ul,,,,,,,,
Trasplantes GICIG,Micropipeta,LIME 471,Pendiente,15-166,Juan Jose Serrano ,"SIU - Laboratorio trasplantes - Torre 1, Lab 410",Gilson,pipetman  G 200,SK53250,Investigación,,Clase I,ACTA No. 09 17 de Septiembre de 2014,,2022-11-28 00:00:00,UT LIME,NI,804.003.222-9,PROVEO S.A.S,Si,,Compra,Factura,FE-1803,1919565,,,,,,,,,No,,No,,Volumen,50 - 200 ul,"0,2 uL",50 - 200 ul,,,,,,,,
Trasplantes GICIG,Micropipeta,LIME 472,Pendiente,15-166,Juan Jose Serrano ,"SIU - Laboratorio trasplantes - Torre 1, Lab 410",Gilson,pipetman G 200,SK53252,Investigación,,Clase I,ACTA No. 09 17 de Septiembre de 2014,,2022-11-28 00:00:00,UT LIME,NI,804.003.222-9,PROVEO S.A.S,Si,,Compra,Factura,FE-1803,1919565,,,,,,,,,No,,No,,Volumen,50 - 200 ul,"0,2 uL",50 - 200 ul,,,,,,,,
Trasplantes GICIG,Micropipeta,LIME 473,Pendiente,15-166,Juan Jose Serrano ,"SIU - Laboratorio trasplantes - Torre 1, Lab 410",Gilson,pipetman G 200,SK53246,Investigación,,Clase I,ACTA No. 09 17 de Septiembre de 2014,,2022-11-28 00:00:00,UT LIME,NI,804.003.222-9,PROVEO S.A.S,Si,,Compra,Factura,FE-1803,1919565,,,,,,,,,No,,No,,Volumen,50 - 200 ul,"0,2 uL",50 - 200 ul,,,,,,,,
Trasplantes GICIG,Micropipeta,LIME 474,Pendiente,15-166,Juan Jose Serrano ,"SIU - Laboratorio trasplantes - Torre 1, Lab 410",Gilson,pipetman G 200,SK53247,Investigación,,Clase I,ACTA No. 09 17 de Septiembre de 2014,,2022-11-28 00:00:00,UT LIME,NI,804.003.222-9,PROVEO S.A.S,Si,,Compra,Factura,FE-1803,1919565,,,,,,,,,No,,No,,Volumen,50 - 200 ul,"0,2 uL",50 - 200 ul,,,,,,,,
Trasplantes GICIG,Micropipeta,LIME 475,Pendiente,15-166,Juan Jose Serrano ,"SIU - Laboratorio trasplantes - Torre 1, Lab 410",Gilson,pipetman L 1000,RA70122,Investigación,,Clase I,ACTA No. 09 17 de Septiembre de 2014,,2022-11-28 00:00:00,UT LIME,NI,804.003.222-9,PROVEO S.A.S,Si,,Compra,Factura,FE-1803,1919565,,,,,,,,,No,,No,,Volumen,200 - 1000 ul,2 uL,200 - 1000 ul,,,,,,,,
Trasplantes GICIG,Micropipeta,LIME 476,Pendiente,15-166,Juan Jose Serrano ,"SIU - Laboratorio trasplantes - Torre 1, Lab 410",Gilson,pipetman L 1000,RA71642,Investigación,,Clase I,ACTA No. 09 17 de Septiembre de 2014,,2022-11-28 00:00:00,UT LIME,NI,804.003.222-9,PROVEO S.A.S,Si,,Compra,Factura,FE-1803,1919565,,,,,,,,,No,,No,,Volumen,200 - 1000 ul,2 uL,200 - 1000 ul,,,,,,,,
Trasplantes GICIG,Micropipeta,LIME 477,Pendiente,15-166,Juan Jose Serrano ,"SIU - Laboratorio trasplantes - Torre 1, Lab 410",Gilson,pipetman G 1000,TH52476,Investigación,,Clase I,ACTA No. 09 17 de Septiembre de 2014,,2022-11-28 00:00:00,UT LIME,NI,804.003.222-9,PROVEO S.A.S,Si,,Compra,Factura,FE-1803,1919565,,,,,,,,,No,,No,,Volumen,200 - 1000 ul,2 uL,200 - 1000 ul,,,,,,,,
Trasplantes GICIG,Micropipeta,LIME 478,Pendiente,15-166,Juan Jose Serrano ,"SIU - Laboratorio trasplantes - Torre 1, Lab 410",Gilson,pipetman G 1000,TL50251,Investigación,,Clase I,ACTA No. 09 17 de Septiembre de 2014,,2022-11-28 00:00:00,UT LIME,NI,804.003.222-9,PROVEO S.A.S,Si,,Compra,Factura,FE-1803,1919565,,,,,,,,,No,,No,,Volumen,200 - 1000 ul,2 uL,200 - 1000 ul,,,,,,,,
Trasplantes GICIG,UPS,LIME 481,Pendiente,No tiene,Juan Jose Serrano ,"SIU - Laboratorio trasplantes - Torre 1, Lab 410",Magom ,MGO-3KVA ,900032210170726,Extensión,IND,,,,12/2023,UT LIME,,900.355.024-5,Equipos y Laboratorios,No,,Compra,Factura,,,SI,,,,,,,,Si,1,No,,,,,,,Voltaje de entrada 80 - 150 VAC Voltaje de salida 120 VAC,Corriente de entrada  36 A Corriente de salida 20 A ,NI,0 - 40 °C,NI,NI,Potencia 3KVA / 2700W                      Frecuencia 50/60 Hz
Trasplantes GICIG,Termómetro,Pendiente,BIO-16906,17-436,Juan Jose Serrano ,"SIU - Laboratorio trasplantes - Torre 1, Lab 410",Daimob,NI,AM52B9358,Extensión,BIO,,ACTA No. 07 Junio 10 de 2009,,,Comodato UT LIME - Daimob,NI,901.109.520-7,DAIMOB GROUP S.A.S.,No,,Comodato,Contrato,C–046–2024,0,SI,,,,,,,,Si,1,Si,1,Temperatura,,,,,,,,,,,
Trasplantes GICIG,Termómetro,Pendiente,BIO-16907,17-436,Juan Jose Serrano ,"SIU - Laboratorio trasplantes - Torre 1, Lab 410",Daimob,NI,AM52B93FF,Extensión,BIO,,ACTA No. 07 Junio 10 de 2009,,,Comodato UT LIME - Daimob,NI,901.109.520-7,DAIMOB GROUP S.A.S.,No,,Comodato,Contrato,C–046–2024,0,SI,,,,,,,,Si,1,Si,1,Temperatura,,,,,,,,,,,
Trasplantes GICIG,Termómetro,Pendiente,BIO-16908,17-436,Juan Jose Serrano ,"SIU - Laboratorio trasplantes - Torre 1, Lab 410",Daimob,NI,AM52B9E40,Extensión,BIO,,ACTA No. 07 Junio 10 de 2009,,,Comodato UT LIME - Daimob,NI,901.109.520-7,DAIMOB GROUP S.A.S.,No,,Comodato,Contrato,C–046–2024,0,SI,,,,,,,,Si,1,Si,1,Temperatura,,,,,,,,,,,
Trasplantes GICIG,Citometro,008792,BIO-16909,16-867,Mauricio Rojas (encargado Unidad citometría),SIU - Unidad de citometría - Torre 1 - Lab 420,BD,LSR Fortessa (649225B4),H649225B4071,Extensión e investigación,BIO,Clase IIa,INVIMA 2008DM-0002450,10 Años,2016-09-28 00:00:00,Comodato UdeA- BD ,04/2011,860.020.309-6,Becton Dickinson de Colombia Ltda.,No,,Comodato,Acta de entrega,NT,0,SI,,SI (ING),SI (CAP-ING),SI,SI,,Semestral,Si,2,No,,,,,,,115 VAC,NI,NI,NI,NI,NI,Potencia 650W                      Frecuencia 50/60 Hz
Trasplantes GICIG,Citometro,008793,BIO-16924,16-867,Mauricio Rojas (encargado Unidad citometría),SIU - Unidad de citometría - Torre 1 - Lab 420,BD,LSR Fortessa (649225B9),H64922500147,Extensión e investigación,BIO,Clase IIa,INVIMA 2008DM-0002450,10 Años,NI,Comodato UdeA- BD ,03/2015,860.020.309-6,Becton Dickinson de Colombia Ltda.,No,,Comodato,NI,NI,0,SI,,SI (ING),SI (CAP-ING),SI,SI,,Semestral,Si,2,No,,,,,,,115 VAC,NI,NI,NI,NI,NI,Potencia 690W                      Frecuencia 50/60 Hz
Trasplantes GICIG,uvlinker,087738 / 011918,BIO-16910,NI,Juan Jose Serrano ,"SIU - Laboratorio trasplantes - Torre 1, Lab 410",BIO-RAD,GS Gene Linker UV Chamber,805BR2103,Extensión,BIO,,,,,UdeA,,,,,,,,,,SI,,,,,,,,Si,1,No,,,,,,,120 VAC,,,,,,Potencia máx. 200W                      Frecuencia 50/60 Hz
Trasplantes GICIG,Termohigrómetro,LIME 571,BIO-16911,13-994,Juan Jose Serrano ,"SIU - Laboratorio trasplantes - Torre 1, Lab 410",Halthen,TTH-002,31914,Extensión,BIO,,ACTA No. 07 Junio 10 de 2009,,2023-11-21 00:00:00,UT LIME,NI,900.355.024-5,Equipos y Laboratorios,Si,,Compra,Factura,FE12149,242603,SI,,SI (Ficha técnica),,SI,,,,No,,Si,1,Temperatura / Humedad,"Temperatura Indoor 0 °C ~ 50 °C
Temperatura Outdoor -50 °C ~ 70 °C
Humedad relativa 15% ~ 95%","Temperatura 0,1 °C
Humedad relativa 1%",,,"Bateria: 1 x Triple AAA 1,5 V",,,,108x100x21 mm,,
Trasplantes GICIG,Termohigrómetro,LIME 572,BIO-16912,13-994,Juan Jose Serrano ,"SIU - Laboratorio trasplantes - Torre 1, Lab 410",Halthen,TTH-003,31911,Extensión,BIO,,ACTA No. 07 Junio 10 de 2009,,2023-11-21 00:00:00,UT LIME,NI,900.355.024-5,Equipos y Laboratorios,Si,,Compra,Factura,FE12149,242603,SI,,SI (Ficha técnica),,SI,,,,No,,Si,1,Temperatura / Humedad,"Temperatura Indoor 0 °C ~ 50 °C
Temperatura Outdoor -50 °C ~ 70 °C
Humedad relativa 15% ~ 95%","Temperatura 0,1 °C
Humedad relativa 1%",,,"Bateria: 1 x Triple AAA 1,5 V",,,,108x100x21 mm,,
